UDI,Machine failure,Process temperature [K],Rotational speed [rpm],Tool wear [min]
2105,0.0,309.1,1600,52
2106,0.0,309.1,1495,55
2107,0.0,309.1,1645,57
2108,0.0,309.1,1417,59
2109,0.0,309.0,1415,62
2110,0.0,309.0,1496,67
2111,0.0,309.0,1508,70
2112,0.0,309.0,1436,75
2113,0.0,309.1,1852,77
2114,0.0,309.1,1863,79
2115,0.0,309.1,1373,81
2116,0.0,309.0,1404,86
2117,0.0,309.0,1381,88
2118,0.0,308.9,1762,91
2119,0.0,308.9,1429,96
2120,0.0,308.9,1858,101
2121,0.0,308.8,1908,104
2122,0.0,308.8,1503,109
2123,0.0,308.8,1523,112
2124,0.0,309.0,1491,115
2125,0.0,308.9,1430,117
2126,1.0,308.9,1258,119
2127,0.0,309.0,1449,121
2128,0.0,309.0,1425,123
2129,0.0,309.0,1800,128
2130,0.0,309.0,1607,130
2131,0.0,309.0,1391,135
2132,0.0,309.1,1432,137
2133,0.0,309.0,1660,139
2134,0.0,309.0,1732,141
2135,0.0,309.0,1473,146
2136,0.0,309.0,1511,148
2137,0.0,308.9,1588,150
2138,0.0,308.9,1623,152
2139,0.0,309.0,1734,154
2140,0.0,309.0,1415,156
2141,0.0,309.0,1419,158
2142,0.0,308.9,1577,160
2143,0.0,308.9,1376,163
2144,0.0,308.8,1442,165
2145,0.0,308.9,1451,168
2146,0.0,308.8,1550,170
2147,0.0,308.8,1647,172
2148,0.0,308.9,1550,174
2149,0.0,308.9,1583,176
2150,0.0,309.0,1613,178
2151,0.0,308.8,1636,180
2152,0.0,308.7,1289,185
2153,0.0,308.8,1648,188
2154,0.0,308.8,1397,191
2155,0.0,308.9,1767,196
2156,0.0,308.8,1341,199
2157,0.0,308.9,1457,201
2158,0.0,309.0,1939,204
2159,0.0,309.0,1399,207
2160,0.0,309.0,1602,210
2161,0.0,309.0,1507,213
2162,0.0,309.1,1464,215
2163,0.0,309.1,1336,217
2164,0.0,309.2,1422,219
2165,0.0,309.2,1540,221
2166,0.0,309.1,1476,223
2167,1.0,309.2,1867,225
2168,0.0,309.1,1588,0
2169,0.0,309.1,1420,5
2170,0.0,309.1,1415,8
2171,0.0,309.1,1500,10
2172,0.0,309.1,1502,13
2173,0.0,309.2,1816,15
2174,0.0,309.2,1495,17
2175,0.0,309.2,1572,20
2176,0.0,309.2,1590,22
2177,0.0,309.3,1387,25
2178,0.0,309.2,1393,28
2179,0.0,309.2,1602,31
2180,0.0,309.2,1601,33
2181,0.0,309.2,1597,35
2182,0.0,309.1,1548,40
2183,0.0,309.2,1314,45
2184,0.0,309.3,1577,48
2185,0.0,309.4,1475,51
2186,0.0,309.4,1630,53
2187,0.0,309.4,1445,55
2188,0.0,309.4,1439,57
2189,0.0,309.3,1420,60
2190,0.0,309.2,1554,62
2191,0.0,309.1,1471,67
2192,0.0,309.0,1648,70
2193,0.0,309.0,1472,72
2194,0.0,308.9,1448,74
2195,0.0,308.9,1568,77
2196,0.0,308.9,1613,80
2197,0.0,308.9,1551,82
2198,0.0,309.0,1412,85
2199,0.0,308.9,1478,87
2200,0.0,309.1,1268,90
2201,0.0,309.1,1546,93
2202,0.0,309.0,1567,95
2203,0.0,309.2,1548,97
2204,0.0,309.0,1614,100
2205,0.0,309.1,1352,102
2206,0.0,309.2,1624,105
2207,0.0,309.2,1436,107
2208,0.0,309.2,1591,109
2209,0.0,309.2,1435,111
2210,0.0,309.3,1386,116
2211,0.0,309.2,1401,118
2212,0.0,309.0,1245,120
2213,0.0,309.1,1475,123
2214,0.0,309.1,1473,125
2215,0.0,309.2,1355,127
2216,0.0,309.2,1468,132
2217,0.0,309.2,1645,137
2218,0.0,309.1,1347,139
2219,0.0,309.1,1713,141
2220,0.0,309.1,1435,143
2221,0.0,309.0,1736,146
2222,0.0,309.0,1372,149
2223,0.0,309.0,1605,151
2224,0.0,309.0,1413,153
2225,0.0,309.0,1645,155
2226,0.0,309.0,1465,158
2227,0.0,308.9,1685,161
2228,0.0,308.8,1965,164
2229,0.0,308.6,1542,166
2230,0.0,308.7,1681,171
2231,0.0,308.7,1446,173
2232,0.0,308.6,1415,175
2233,0.0,308.6,1672,177
2234,1.0,308.7,2549,179
2235,0.0,308.6,1492,181
2236,0.0,308.6,1455,183
2237,0.0,308.5,1422,186
2238,0.0,308.6,1403,189
2239,0.0,308.6,1474,191
2240,0.0,308.6,1381,193
2241,0.0,308.5,1457,195
2242,0.0,308.4,1711,197
2243,0.0,308.4,1667,199
2244,0.0,308.4,1465,201
2245,1.0,308.4,1542,203
2246,0.0,308.4,1438,0
2247,0.0,308.4,1406,3
2248,0.0,308.4,1396,5
2249,0.0,308.5,1304,8
2250,0.0,308.5,1442,11
2251,0.0,308.4,1396,13
2252,0.0,308.3,1424,16
2253,0.0,308.3,1451,21
2254,0.0,308.4,1386,26
2255,0.0,308.3,1325,28
2256,0.0,308.3,1559,30
2257,0.0,308.3,1489,32
2258,0.0,308.3,1892,34
2259,0.0,308.2,1319,36
2260,0.0,308.3,1431,38
2261,0.0,308.3,1521,40
2262,0.0,308.2,1435,45
2263,0.0,308.3,1533,48
2264,0.0,308.4,1529,50
2265,0.0,308.4,1415,53
2266,0.0,308.4,1330,56
2267,0.0,308.5,1381,59
2268,0.0,308.5,1370,61
2269,0.0,308.5,1438,63
2270,0.0,308.6,1314,65
2271,0.0,308.6,1437,67
2272,0.0,308.5,1821,69
2273,0.0,308.6,1448,71
2274,0.0,308.5,1589,74
2275,0.0,308.6,1520,76
2276,0.0,308.6,1605,78
2277,0.0,308.7,1393,80
2278,0.0,308.7,1408,82
2279,0.0,308.7,1459,87
2280,0.0,308.7,1525,90
2281,0.0,308.8,1390,92
2282,0.0,308.7,1536,94
2283,0.0,308.7,1459,96
2284,0.0,308.5,1387,98
2285,0.0,308.5,1378,100
2286,0.0,308.7,1381,102
2287,0.0,308.7,1289,104
2288,0.0,308.6,1746,107
2289,0.0,308.6,1541,109
2290,0.0,308.7,1504,112
2291,0.0,308.7,1321,114
2292,0.0,308.8,1886,117
2293,0.0,308.9,1422,120
2294,0.0,308.9,1520,122
2295,0.0,308.8,1627,124
2296,0.0,308.7,1512,126
2297,0.0,308.7,1553,128
2298,0.0,308.7,1802,130
2299,0.0,308.6,1482,132
2300,1.0,308.7,1446,134
2301,0.0,308.6,1371,136
2302,0.0,308.6,1586,138
2303,0.0,308.5,1515,141
2304,0.0,308.5,1374,143
2305,0.0,308.5,1455,145
2306,0.0,308.5,1342,147
2307,0.0,308.6,1260,152
2308,0.0,308.5,1623,154
2309,0.0,308.5,1371,159
2310,0.0,308.6,1611,161
2311,0.0,308.4,1535,163
2312,0.0,308.6,1491,166
2313,0.0,308.6,1441,169
2314,0.0,308.8,1725,172
2315,0.0,308.9,1368,175
2316,0.0,308.9,1526,177
2317,0.0,308.8,1542,179
2318,0.0,308.8,1605,181
2319,0.0,308.8,1405,183
2320,0.0,308.8,1700,185
2321,0.0,308.8,1440,188
2322,0.0,308.8,1314,193
2323,0.0,308.7,1514,196
2324,0.0,308.7,1401,198
2325,0.0,308.8,1636,201
2326,0.0,308.8,1603,203
2327,0.0,308.7,1487,205
2328,0.0,308.7,1420,208
2329,0.0,308.7,1579,211
2330,0.0,308.7,1484,213
2331,0.0,308.7,1390,215
2332,1.0,308.6,1384,218
2333,1.0,308.5,1378,220
2334,0.0,308.5,1445,222
2335,0.0,308.4,1445,224
2336,0.0,308.4,1509,0
2337,0.0,308.4,1434,2
2338,0.0,308.4,1877,4
2339,0.0,308.3,1651,6
2340,0.0,308.2,1466,8
2341,0.0,308.1,1479,10
2342,0.0,308.2,1409,12
2343,0.0,308.2,1674,14
2344,0.0,308.3,1305,17
2345,0.0,308.3,1755,19
2346,0.0,308.4,1475,22
2347,0.0,308.4,1402,24
2348,0.0,308.3,1410,26
2349,0.0,308.4,1436,28
2350,0.0,308.5,1386,30
2351,0.0,308.6,1744,33
2352,0.0,308.4,1393,35
2353,0.0,308.5,1422,37
2354,0.0,308.4,1841,40
2355,0.0,308.6,1433,42
2356,0.0,308.5,1305,44
2357,0.0,308.6,1498,47
2358,0.0,308.5,1772,52
2359,0.0,308.4,1381,54
2360,0.0,308.5,1413,57
2361,0.0,308.4,1388,59
2362,0.0,308.6,1631,64
2363,0.0,308.6,1520,67
2364,0.0,308.5,1510,72
2365,0.0,308.5,1366,74
2366,0.0,308.5,1845,76
2367,0.0,308.5,1485,78
2368,0.0,308.5,1496,80
2369,0.0,308.4,1468,83
2370,0.0,308.4,1856,86
2371,0.0,308.4,1620,89
2372,0.0,308.5,1409,91
2373,0.0,308.5,1404,93
2374,0.0,308.4,1350,96
2375,0.0,308.4,1538,98
2376,0.0,308.4,1476,101
2377,0.0,308.3,1364,104
2378,0.0,308.3,1582,107
2379,0.0,308.2,1348,110
2380,0.0,308.2,1450,112
2381,0.0,308.1,1242,117
2382,0.0,308.2,1493,119
2383,0.0,308.3,1601,121
2384,0.0,308.2,1568,123
2385,0.0,308.3,1506,125
2386,0.0,308.3,1524,128
2387,0.0,308.4,1543,130
2388,0.0,308.5,1474,132
2389,0.0,308.5,1526,135
2390,0.0,308.5,1867,138
2391,0.0,308.5,1487,140
2392,0.0,308.4,1580,142
2393,0.0,308.5,1340,144
2394,0.0,308.5,1544,146
2395,0.0,308.5,1488,148
2396,0.0,308.5,1742,150
2397,0.0,308.5,1592,153
2398,0.0,308.6,1582,156
2399,0.0,308.5,1490,158
2400,0.0,308.5,1594,160
2401,0.0,308.6,1462,163
2402,0.0,308.6,1367,168
2403,0.0,308.7,1325,171
2404,0.0,308.7,1448,173
2405,0.0,308.7,2008,178
2406,0.0,308.7,1498,181
2407,0.0,308.6,1437,183
2408,0.0,308.6,1499,185
2409,0.0,308.4,1356,188
2410,0.0,308.5,1539,190
2411,0.0,308.5,1689,192
2412,0.0,308.5,1559,194
2413,0.0,308.6,1408,196
2414,0.0,308.5,1886,198
2415,0.0,308.5,1415,0
2416,0.0,308.5,1587,2
2417,0.0,308.4,1571,5
2418,0.0,308.3,1576,7
2419,0.0,308.3,1660,9
2420,0.0,308.2,1328,11
2421,0.0,308.2,1450,14
2422,0.0,308.2,2384,19
2423,0.0,308.2,1443,21
2424,0.0,308.2,2022,23
2425,0.0,308.2,1828,26
2426,0.0,308.1,1472,28
2427,1.0,308.2,1372,30
2428,0.0,308.3,1855,33
2429,0.0,308.3,1377,35
2430,0.0,308.3,1432,38
2431,0.0,308.2,1335,40
2432,0.0,308.2,1411,43
2433,0.0,308.2,1510,46
2434,0.0,308.3,1441,48
2435,0.0,308.2,1358,50
2436,0.0,308.2,1686,53
2437,0.0,308.2,1662,55
2438,0.0,308.3,1426,60
2439,0.0,308.4,1330,62
2440,0.0,308.4,1693,65
2441,0.0,308.4,1426,67
2442,0.0,308.5,1676,69
2443,0.0,308.4,1332,71
2444,0.0,308.5,1647,74
2445,1.0,308.6,1267,76
2446,0.0,308.7,1375,78
2447,0.0,308.6,1422,83
2448,0.0,308.7,1408,85
2449,0.0,308.9,1440,87
2450,0.0,308.8,1772,89
2451,0.0,308.7,1492,91
2452,0.0,308.7,1650,93
2453,0.0,308.6,2329,95
2454,0.0,308.6,1648,98
2455,0.0,308.6,1653,100
2456,0.0,308.6,1946,102
2457,0.0,308.6,1555,104
2458,0.0,308.6,1661,106
2459,0.0,308.6,1434,108
2460,0.0,308.6,1297,110
2461,0.0,308.6,1466,112
2462,0.0,308.6,1517,114
2463,0.0,308.5,1742,117
2464,0.0,308.5,1580,119
2465,0.0,308.5,1534,121
2466,0.0,308.6,1481,124
2467,0.0,308.6,1429,126
2468,0.0,308.6,1574,128
2469,0.0,308.6,1524,131
2470,0.0,308.7,1507,134
2471,0.0,308.5,1467,136
2472,0.0,308.4,1301,138
2473,0.0,308.5,1429,140
2474,0.0,308.5,1555,142
2475,0.0,308.5,1503,145
2476,0.0,308.5,1459,147
2477,0.0,308.4,1449,149
2478,0.0,308.5,1387,154
2479,0.0,308.5,1456,156
2480,0.0,308.5,1604,159
2481,0.0,308.6,1734,161
2482,0.0,308.6,1378,163
2483,0.0,308.7,1504,165
2484,0.0,308.7,1402,167
2485,0.0,308.6,1524,170
2486,0.0,308.6,1593,175
2487,0.0,308.7,1772,177
2488,0.0,308.6,1623,180
2489,0.0,308.7,1356,185
2490,0.0,308.7,1500,187
2491,0.0,308.8,1566,192
2492,0.0,308.9,1445,197
2493,0.0,308.8,1382,199
2494,0.0,308.8,1418,204
2495,1.0,308.8,1329,207
2496,0.0,308.8,1491,209
2497,0.0,308.9,1573,212
2498,0.0,308.9,1521,215
2499,0.0,308.9,1467,218
2500,0.0,308.9,1325,220
2501,0.0,308.9,1617,223
2502,0.0,308.9,1476,225
2503,1.0,309.0,1515,228
2504,0.0,309.0,1408,0
2505,0.0,309.1,1468,2
2506,0.0,309.1,1387,4
2507,0.0,309.1,1503,6
2508,0.0,309.1,1410,9
2509,0.0,308.9,1615,14
2510,0.0,308.9,1511,16
2511,0.0,309.0,1405,18
2512,0.0,308.9,1526,20
2513,0.0,308.8,1530,23
2514,0.0,308.7,1583,25
2515,0.0,308.6,2069,27
2516,0.0,308.5,1490,29
2517,0.0,308.5,1736,31
2518,0.0,308.5,1395,33
2519,0.0,308.6,1425,35
2520,0.0,308.6,1631,38
2521,0.0,308.6,1535,40
2522,0.0,308.6,1584,42
2523,0.0,308.7,1543,44
2524,0.0,308.7,1635,47
2525,0.0,308.7,1446,49
2526,0.0,308.6,1598,52
2527,0.0,308.6,1501,55
2528,0.0,308.5,1450,57
2529,0.0,308.6,1730,59
2530,0.0,308.6,1571,61
2531,0.0,308.7,1438,64
2532,0.0,308.5,1510,66
2533,0.0,308.7,1389,69
2534,0.0,308.7,1490,71
2535,0.0,308.7,1729,73
2536,0.0,308.8,1495,75
2537,0.0,308.8,1281,77
2538,0.0,308.7,1353,79
2539,0.0,308.8,1429,84
2540,0.0,308.8,1413,86
2541,0.0,308.8,1502,88
2542,0.0,308.8,1553,90
2543,0.0,308.9,1712,95
2544,0.0,309.0,1786,100
2545,0.0,309.0,1951,102
2546,0.0,309.0,1541,104
2547,0.0,309.1,1605,107
2548,0.0,309.1,1578,109
2549,0.0,309.2,1440,111
2550,0.0,309.2,1489,114
2551,0.0,309.3,1366,116
2552,0.0,309.2,1541,118
2553,0.0,309.1,1552,120
2554,0.0,309.1,1473,125
2555,0.0,309.1,1531,127
2556,0.0,309.2,1511,129
2557,0.0,309.1,1449,131
2558,0.0,309.1,1440,134
2559,0.0,309.0,1881,137
2560,1.0,309.0,1447,140
2561,0.0,309.1,1326,142
2562,0.0,309.2,1607,145
2563,0.0,309.1,1551,147
2564,0.0,309.1,1496,149
2565,0.0,309.1,1493,151
2566,0.0,309.1,1304,153
2567,0.0,309.0,1420,155
2568,0.0,309.1,1766,158
2569,0.0,309.2,1450,160
2570,0.0,309.2,1872,162
2571,0.0,309.2,1713,167
2572,0.0,309.2,1497,169
2573,0.0,309.1,1352,172
2574,0.0,309.2,1499,175
2575,0.0,309.3,1972,177
2576,0.0,309.3,1422,179
2577,0.0,309.3,1523,181
2578,0.0,309.4,1563,183
2579,0.0,309.3,1391,185
2580,0.0,309.1,1795,187
2581,0.0,309.1,1293,189
2582,1.0,309.1,1345,191
2583,0.0,309.0,1615,193
2584,0.0,308.9,1342,195
2585,0.0,308.8,1502,197
2586,0.0,308.7,1620,199
2587,0.0,308.7,1537,202
2588,0.0,308.7,2248,204
2589,0.0,308.7,1706,206
2590,0.0,308.7,2250,208
2591,0.0,308.7,1396,0
2592,0.0,308.6,1522,2
2593,0.0,308.6,1539,4
2594,0.0,308.5,1415,6
2595,0.0,308.5,1446,11
2596,0.0,308.6,1486,13
2597,0.0,308.7,1426,16
2598,0.0,308.7,1449,18
2599,1.0,308.8,1320,20
2600,0.0,308.9,1447,22
2601,0.0,309.0,1422,25
2602,0.0,309.1,1399,27
2603,0.0,309.2,1427,29
2604,0.0,309.2,1334,31
2605,0.0,309.1,1385,34
2606,0.0,309.2,1552,37
2607,0.0,309.3,1534,39
2608,0.0,309.3,1448,44
2609,0.0,309.3,1409,46
2610,0.0,309.2,1621,48
2611,0.0,309.1,1547,50
2612,0.0,309.1,1957,55
2613,0.0,309.1,2421,57
2614,0.0,309.1,1571,59
2615,0.0,309.1,1634,62
2616,0.0,309.0,1516,64
2617,0.0,309.1,1207,66
2618,0.0,309.1,1670,68
2619,0.0,309.1,1461,70
2620,0.0,309.2,1569,73
2621,0.0,309.2,1556,75
2622,0.0,309.3,1506,77
2623,0.0,309.4,1642,80
2624,0.0,309.4,1283,83
2625,0.0,309.5,1375,86
2626,0.0,309.4,1399,91
2627,0.0,309.4,1650,93
2628,0.0,309.6,1346,95
2629,0.0,309.6,1410,98
2630,0.0,309.7,1586,103
2631,0.0,309.8,1372,105
2632,0.0,309.7,1529,107
2633,0.0,309.7,1652,112
2634,0.0,309.8,1532,115
2635,0.0,309.7,1554,117
2636,0.0,309.6,1462,119
2637,0.0,309.6,1254,124
2638,0.0,309.6,1294,126
2639,0.0,309.5,1739,128
2640,0.0,309.4,1412,130
2641,0.0,309.5,1372,133
2642,0.0,309.5,1420,136
2643,0.0,309.5,1542,141
2644,0.0,309.4,1401,143
2645,0.0,309.4,1510,146
2646,0.0,309.5,1547,148
2647,0.0,309.5,1453,153
2648,0.0,309.4,1408,156
2649,0.0,309.4,1436,158
2650,0.0,309.5,1582,160
2651,0.0,309.6,1280,163
2652,0.0,309.5,2008,165
2653,0.0,309.5,1772,167
2654,0.0,309.5,1779,169
2655,0.0,309.5,1567,171
2656,0.0,309.4,1751,173
2657,0.0,309.5,1349,176
2658,0.0,309.5,1425,178
2659,0.0,309.4,1395,181
2660,0.0,309.3,1595,183
2661,0.0,309.3,1291,188
2662,0.0,309.4,1509,190
2663,0.0,309.4,1483,193
2664,0.0,309.3,1620,196
2665,0.0,309.4,1487,198
2666,0.0,309.4,2256,201
2667,0.0,309.2,1691,203
2668,0.0,309.3,1663,208
2669,0.0,309.3,1640,211
2670,0.0,309.3,1494,214
2671,0.0,309.4,1467,219
2672,1.0,309.3,1399,221
2673,0.0,309.3,1445,0
2674,0.0,309.4,1480,2
2675,0.0,309.3,1546,4
2676,0.0,309.3,1574,6
2677,0.0,309.3,1592,8
2678,0.0,309.5,1495,10
2679,0.0,309.6,1447,12
2680,0.0,309.5,1476,14
2681,0.0,309.5,1641,16
2682,0.0,309.5,1545,18
2683,0.0,309.6,1364,20
2684,0.0,309.5,1590,23
2685,0.0,309.4,1460,25
2686,0.0,309.4,1609,27
2687,0.0,309.4,1633,29
2688,0.0,309.4,1348,31
2689,0.0,309.4,1322,33
2690,0.0,309.5,1641,35
2691,0.0,309.5,1728,37
2692,0.0,309.6,1431,39
2693,0.0,309.7,1641,41
2694,0.0,309.6,1622,43
2695,0.0,309.6,1625,46
2696,0.0,309.5,1869,49
2697,0.0,309.6,1452,51
2698,0.0,309.6,1618,53
2699,0.0,309.4,2010,55
2700,0.0,309.4,1363,57
2701,0.0,309.3,1473,59
2702,0.0,309.2,1333,61
2703,0.0,309.2,1760,63
2704,0.0,309.2,1372,65
2705,0.0,309.2,1608,68
2706,0.0,309.2,1326,71
2707,0.0,309.1,1560,73
2708,0.0,309.0,1539,76
2709,0.0,309.1,2266,79
2710,0.0,309.1,1641,81
2711,0.0,309.1,1574,83
2712,0.0,309.1,1407,85
2713,0.0,309.2,1302,87
2714,0.0,309.2,1651,92
2715,0.0,309.1,1366,95
2716,0.0,309.0,1701,98
2717,0.0,309.0,1498,101
2718,0.0,309.1,1422,103
2719,0.0,309.1,1357,106
2720,0.0,309.2,1690,108
2721,0.0,309.2,1559,110
2722,0.0,309.3,1553,112
2723,0.0,309.3,1558,115
2724,0.0,309.4,1362,117
2725,0.0,309.3,1470,119
2726,0.0,309.4,1555,122
2727,0.0,309.4,1423,124
2728,0.0,309.3,1434,127
2729,0.0,309.3,1779,129
2730,0.0,309.3,1417,131
2731,0.0,309.2,1425,133
2732,0.0,309.2,1597,135
2733,0.0,309.2,1346,138
2734,0.0,309.2,1422,140
2735,0.0,309.2,1572,142
2736,0.0,309.2,1412,147
2737,0.0,309.1,1576,149
2738,0.0,309.1,1508,152
2739,0.0,309.1,1496,155
2740,0.0,309.2,1572,158
2741,0.0,309.0,1525,160
2742,0.0,309.0,1378,162
2743,0.0,309.1,1369,164
2744,0.0,309.1,1476,166
2745,0.0,309.2,1620,168
2746,0.0,309.1,1603,170
2747,0.0,309.2,1411,173
2748,0.0,309.2,1616,175
2749,0.0,309.2,1631,177
2750,0.0,309.2,1685,179
2751,0.0,309.2,1456,182
2752,0.0,309.1,1417,187
2753,0.0,309.1,1851,189
2754,0.0,309.1,1715,192
2755,0.0,309.1,1630,194
2756,0.0,309.2,1478,199
2757,0.0,309.2,1781,201
2758,0.0,309.2,1439,203
2759,0.0,309.2,1412,205
2760,0.0,309.1,1483,208
2761,0.0,309.2,1400,210
2762,1.0,309.3,1299,212
2763,0.0,309.2,1479,214
2764,0.0,309.2,1491,216
2765,0.0,309.3,1389,0
2766,0.0,309.4,1399,3
2767,0.0,309.4,1889,6
2768,0.0,309.5,1925,9
2769,0.0,309.5,1675,11
2770,0.0,309.6,1477,13
2771,0.0,309.6,1364,16
2772,0.0,309.5,1451,18
2773,0.0,309.4,1467,20
2774,0.0,309.4,1858,22
2775,0.0,309.4,1559,24
2776,0.0,309.4,1560,26
2777,0.0,309.4,1453,28
2778,0.0,309.4,1464,30
2779,0.0,309.4,1308,32
2780,0.0,309.5,1353,34
2781,0.0,309.6,1556,36
2782,0.0,309.5,2183,39
2783,0.0,309.6,1491,41
2784,0.0,309.6,1528,44
2785,0.0,309.6,1430,47
2786,0.0,309.5,1495,49
2787,0.0,309.5,1630,51
2788,0.0,309.6,1524,54
2789,0.0,309.6,1326,57
2790,0.0,309.5,1438,59
2791,0.0,309.6,1356,64
2792,0.0,309.6,1416,66
2793,0.0,309.7,1584,71
2794,0.0,309.6,1597,73
2795,0.0,309.6,1553,75
2796,0.0,309.5,1405,77
2797,0.0,309.5,1539,80
2798,0.0,309.6,1398,82
2799,0.0,309.6,1568,85
2800,0.0,309.6,1404,87
2801,0.0,309.5,1500,89
2802,0.0,309.5,1642,92
2803,0.0,309.6,1509,95
2804,0.0,309.5,1343,98
2805,0.0,309.5,1450,100
2806,0.0,309.4,1460,102
2807,0.0,309.3,1364,104
2808,0.0,309.3,1452,106
2809,0.0,309.3,1471,109
2810,0.0,309.2,1598,111
2811,0.0,309.1,1772,113
2812,0.0,309.2,1761,115
2813,0.0,309.3,1413,117
2814,0.0,309.3,1887,120
2815,0.0,309.3,1395,122
2816,0.0,309.4,1569,124
2817,0.0,309.4,1434,127
2818,0.0,309.5,1417,129
2819,0.0,309.5,1729,131
2820,0.0,309.5,1356,133
2821,0.0,309.5,1436,135
2822,0.0,309.6,1419,137
2823,0.0,309.6,1593,140
2824,0.0,309.5,1320,142
2825,0.0,309.5,1448,145
2826,0.0,309.4,1470,148
2827,0.0,309.4,1612,150
2828,0.0,309.4,1412,153
2829,0.0,309.4,1875,155
2830,0.0,309.3,1612,158
2831,0.0,309.3,1411,160
2832,0.0,309.2,1490,163
2833,0.0,309.3,1467,166
2834,0.0,309.2,1807,169
2835,0.0,309.1,1368,171
2836,0.0,309.2,1572,173
2837,0.0,309.1,1458,175
2838,0.0,309.1,1699,178
2839,0.0,309.3,1478,180
2840,0.0,309.4,1362,182
2841,0.0,309.4,1487,185
2842,0.0,309.4,1705,190
2843,0.0,309.3,1345,192
2844,0.0,309.2,1532,194
2845,0.0,309.2,1650,196
2846,0.0,309.2,1398,198
2847,0.0,309.2,1412,200
2848,0.0,309.3,1525,202
2849,0.0,309.3,1391,204
2850,0.0,309.3,1766,207
2851,0.0,309.3,1671,209
2852,0.0,309.3,1373,211
2853,0.0,309.4,1347,213
2854,0.0,309.3,1539,216
2855,0.0,309.3,1470,219
2856,0.0,309.3,1528,221
2857,0.0,309.3,1471,223
2858,0.0,309.2,1528,228
2859,1.0,309.3,1417,231
2860,0.0,309.4,1549,233
2861,0.0,309.4,1463,235
2862,0.0,309.5,1479,240
2863,0.0,309.5,1867,242
2864,0.0,309.4,1471,244
2865,1.0,309.4,1380,246
2866,0.0,309.7,1623,0
2867,0.0,309.7,1997,5
2868,0.0,309.6,1390,7
2869,0.0,309.7,1418,12
2870,0.0,309.7,1519,14
2871,0.0,309.7,1519,16
2872,0.0,309.6,1536,19
2873,0.0,309.6,1680,22
2874,0.0,309.4,1555,24
2875,0.0,309.5,1471,29
2876,0.0,309.4,1877,31
2877,0.0,309.3,1578,34
2878,0.0,309.4,1655,37
2879,0.0,309.4,1502,40
2880,1.0,309.4,1367,45
2881,0.0,309.5,1541,48
2882,0.0,309.6,1588,50
2883,0.0,309.6,1684,53
2884,0.0,309.5,1437,55
2885,0.0,309.6,1409,57
2886,0.0,309.5,1320,59
2887,0.0,309.5,1635,62
2888,0.0,309.5,1691,67
2889,0.0,309.6,1365,70
2890,0.0,309.7,1523,73
2891,0.0,309.7,1593,76
2892,0.0,309.6,1682,78
2893,0.0,309.6,1329,80
2894,0.0,309.6,1568,82
2895,0.0,309.6,1733,85
2896,0.0,309.6,1473,87
2897,0.0,309.5,1633,90
2898,0.0,309.5,1530,93
2899,0.0,309.5,1550,96
2900,0.0,309.4,1410,99
2901,0.0,309.3,1574,101
2902,0.0,309.4,1425,103
2903,0.0,309.4,1541,105
2904,0.0,309.5,1733,108
2905,0.0,309.4,2496,111
2906,0.0,309.4,1552,113
2907,0.0,309.3,1409,115
2908,0.0,309.4,1581,117
2909,0.0,309.5,1251,120
2910,0.0,309.6,1500,122
2911,0.0,309.5,1576,124
2912,0.0,309.5,1352,126
2913,0.0,309.6,1661,129
2914,0.0,309.6,1541,131
2915,0.0,309.6,1888,133
2916,0.0,309.5,1255,138
2917,0.0,309.6,1411,140
2918,0.0,309.5,1516,142
2919,0.0,309.5,1492,144
2920,0.0,309.6,1726,147
2921,0.0,309.7,1598,149
2922,0.0,309.8,1657,151
2923,0.0,309.7,1481,153
2924,0.0,309.7,1397,155
2925,0.0,309.7,1461,158
2926,0.0,309.6,1388,160
2927,0.0,309.7,1507,163
2928,0.0,309.6,1421,165
2929,0.0,309.7,1258,168
2930,0.0,309.7,1482,171
2931,0.0,309.6,1403,174
2932,0.0,309.7,1373,179
2933,0.0,309.7,1460,181
2934,0.0,309.7,1751,183
2935,0.0,309.6,1546,186
2936,0.0,309.7,1680,189
2937,0.0,309.7,1394,192
2938,0.0,309.6,1810,195
2939,0.0,309.5,1479,197
2940,0.0,309.7,1431,199
2941,0.0,309.7,2355,201
2942,1.0,309.6,1996,203
2943,0.0,309.5,1461,0
2944,0.0,309.5,2007,2
2945,0.0,309.6,1505,7
2946,0.0,309.6,1925,9
2947,0.0,309.5,1622,14
2948,0.0,309.5,1592,17
2949,0.0,309.5,1850,19
2950,0.0,309.5,1470,21
2951,0.0,309.5,1445,24
2952,0.0,309.5,1685,27
2953,0.0,309.5,1667,29
2954,0.0,309.5,1578,34
2955,0.0,309.4,1691,36
2956,0.0,309.5,1439,41
2957,0.0,309.6,1404,44
2958,0.0,309.6,1498,47
2959,0.0,309.5,1481,49
2960,0.0,309.4,1589,52
2961,0.0,309.5,1467,55
2962,0.0,309.4,1654,57
2963,0.0,309.5,1508,59
2964,0.0,309.6,1439,61
2965,0.0,309.5,1692,64
2966,0.0,309.5,1838,66
2967,0.0,309.3,1601,69
2968,0.0,309.4,1369,71
2969,0.0,309.4,1312,73
2970,0.0,309.4,1468,76
2971,0.0,309.4,1452,78
2972,0.0,309.5,1393,81
2973,0.0,309.4,1432,84
2974,0.0,309.3,1510,87
2975,0.0,309.4,1521,90
2976,0.0,309.4,1360,93
